Sale_ID,Date,Brand,Model,Category,Fuel_Type,Transmission,Price,City,Seller_Type,Kilometers_Driven,Color,Customer_Age,Unused_ID
1564,2022-06-05,Toyota,Fortuner,MUV,CNG,Automatic,1239983.0,Mumbai,Individual,34932,Green,70.0,103314
1565,2021-09-08,Renault,Duster,Sedan,CNG,Automatic,1416968.0,Delhi,Dealer,3072,Silver,63.0,405319
1566,2021-08-02,Toyota,Glanza,MUV,CNG,Manual,769769.0,Mumbai,Dealer,40417,Green,21.0,398973
1567,2022-07-17,Honda,Jazz,Hatchback,Petrol,Manual,966325.0,Delhi,Individual,43603,White,41.0,397328
1568,2020-11-22,Volkswagen,Vento,Hatchback,Petrol,Automatic,686022.0,Kolkata,Dealer,47440,Grey,68.0,946769
1569,2020-07-04,Renault,Kiger,,,Automatic,,,Individual,44730,Green,,705292
1570,2020-08-18,Renault,Kiger,SUV,Electric,Automatic,1089263.0,Mumbai,Individual,60886,Blue,50.0,154555
1571,2021-08-03,Mahindra,Bolero,Hatchback,Electric,Manual,650517.0,Bangalore,Individual,29435,Red,58.0,710009
1572,2022-06-24,Mahindra,Bolero,MUV,Electric,Manual,754682.0,Pune,Dealer,17242,Brown,56.0,494265
1573,2022-11-07,Maruti,Swift,SUV,CNG,Automatic,1650848.0,Mumbai,Dealer,45346,Brown,33.0,621959
1574,2022-02-22,Tata,Nexon,Hatchback,Diesel,Automatic,558653.0,Mumbai,Dealer,67222,Green,50.0,518943
1575,2022-03-16,Honda,Jazz,MUV,Electric,Manual,1280491.0,Hyderabad,Individual,43954,White,43.0,404746
1576,2020-12-18,Mahindra,XUV300,Hatchback,Petrol,Automatic,774265.0,Ahmedabad,Dealer,49359,Red,50.0,414268
1577,2022-10-02,Renault,Kiger,MUV,Electric,Automatic,955618.0,Bangalore,Dealer,34246,Brown,59.0,245064
1578,2021-03-24,Toyota,Innova,Hatchback,Electric,Automatic,969738.0,Delhi,Individual,37399,Black,48.0,431568
1579,2022-09-21,Honda,City,Hatchback,Electric,Manual,1430618.0,Mumbai,Dealer,40948,White,58.0,643163
1580,2022-05-06,Kia,Seltos,SUV,CNG,Manual,1261035.0,Ahmedabad,Individual,66720,Green,26.0,128076
1581,2020-07-13,Tata,Tiago,SUV,CNG,Automatic,581783.0,Kolkata,Dealer,49031,White,53.0,969821
1582,2022-09-01,Volkswagen,Taigun,MUV,Diesel,Manual,1121101.0,Pune,Individual,72668,Green,51.0,752303
1583,2022-12-20,Mahindra,Scorpio,MUV,CNG,Manual,795225.0,Hyderabad,Dealer,27520,Grey,47.0,789850
1584,2020-09-09,Hyundai,Creta,Hatchback,CNG,Manual,808014.0,Hyderabad,Individual,50908,Brown,65.0,709803
1585,2020-01-25,Maruti,Baleno,Hatchback,Diesel,Automatic,812751.0,Kolkata,Dealer,33896,Silver,58.0,340495
1586,2020-05-19,Renault,Kiger,Hatchback,Diesel,Manual,430532.0,Bangalore,Dealer,60975,White,35.0,178992
1587,2020-07-19,Volkswagen,Polo,SUV,Petrol,Manual,1350353.0,Bangalore,Dealer,34589,Red,69.0,807980
1588,2022-06-14,Volkswagen,Tiguan,MUV,CNG,Automatic,833075.0,Pune,Individual,5399,Green,54.0,378832
1589,2021-08-02,Hyundai,Creta,Hatchback,CNG,Automatic,1323238.0,Chennai,Dealer,30552,Black,36.0,850734
1590,2022-01-06,Mahindra,XUV300,SUV,CNG,Manual,1575008.0,Bangalore,Individual,20352,Silver,32.0,210457
1591,2022-09-22,Mahindra,Bolero,MUV,Electric,Manual,591734.0,Hyderabad,Individual,64521,Red,51.0,705499
1592,2022-07-05,Skoda,Octavia,SUV,Diesel,Manual,1209905.0,Kolkata,Dealer,47843,White,31.0,743260
1593,2022-12-05,Hyundai,i20,Hatchback,Diesel,Manual,395013.0,Pune,Dealer,54636,Black,59.0,770682
1594,2022-06-27,Tata,Nexon,SUV,CNG,Manual,1427215.0,Ahmedabad,Dealer,37993,Brown,58.0,560843
1595,2020-10-16,Hyundai,Venue,SUV,CNG,Automatic,1004013.0,Mumbai,Dealer,54144,Grey,61.0,525001
1596,2022-02-24,Volkswagen,Vento,SUV,Diesel,Manual,1093346.0,Hyderabad,Dealer,22070,Green,41.0,558472
1597,2023-02-08,Volkswagen,Polo,Sedan,Electric,Manual,573312.0,Ahmedabad,Dealer,14549,Silver,19.0,267413
1598,2022-11-23,Toyota,Fortuner,SUV,Diesel,Automatic,844706.0,Pune,Dealer,75054,Black,27.0,142680
1599,2021-12-09,Hyundai,Creta,Hatchback,Petrol,Manual,1187481.0,Pune,Individual,35256,Grey,29.0,101219
1600,2023-03-25,Skoda,Octavia,SUV,Diesel,Automatic,980991.0,Ahmedabad,Individual,56767,Green,27.0,608006
1601,2022-01-06,Tata,Harrier,MUV,CNG,Automatic,1206557.0,Ahmedabad,Dealer,63984,Grey,59.0,492059
1602,2020-05-20,Renault,Duster,Hatchback,CNG,Manual,1043720.0,Ahmedabad,Dealer,36673,Red,59.0,466160
1603,2020-05-24,Honda,Jazz,Sedan,Diesel,Manual,874934.0,Ahmedabad,Dealer,31026,Grey,67.0,972603
1604,2020-11-11,Honda,Jazz,Hatchback,Petrol,Manual,767194.0,Mumbai,Dealer,47749,Brown,35.0,172424
1605,2020-06-24,Toyota,Glanza,MUV,Petrol,Automatic,645195.0,Bangalore,Dealer,63639,Grey,55.0,564831
1606,2023-04-09,Renault,Triber,MUV,Electric,Manual,1226666.0,Bangalore,Dealer,31445,Silver,54.0,765538
1607,2020-06-02,Mahindra,Scorpio,Hatchback,CNG,Automatic,778255.0,Mumbai,Dealer,34752,White,70.0,399009
1608,2022-01-31,Hyundai,Creta,Sedan,Petrol,Manual,817830.0,Mumbai,Individual,8180,Grey,62.0,962432
1609,2021-05-19,Volkswagen,Tiguan,,,Automatic,,,Individual,56642,Green,,846041
1610,2022-09-15,Renault,Triber,,,Manual,,,Individual,72724,Silver,,456591
1611,2022-12-28,Skoda,Octavia,SUV,Electric,Manual,776094.0,Pune,Individual,46255,Green,22.0,653881
1612,2020-01-01,Volkswagen,Polo,Sedan,Electric,Automatic,1165064.0,Chennai,Individual,49898,Green,57.0,349158
1613,2022-02-04,Skoda,Octavia,SUV,Electric,Manual,1041719.0,Delhi,Individual,47858,White,29.0,562368
1614,2022-09-18,Honda,City,Sedan,Petrol,Automatic,1544785.0,Mumbai,Individual,39766,Green,53.0,745589
1615,2020-10-26,Renault,Duster,Hatchback,Petrol,Manual,844257.0,Bangalore,Dealer,3032,Brown,68.0,424236
1616,2020-05-16,Toyota,Etios,Hatchback,CNG,Automatic,960676.0,Chennai,Individual,30735,White,54.0,243324
1617,2022-06-09,Skoda,Octavia,Sedan,Electric,Automatic,1017414.0,Pune,Individual,31952,Blue,20.0,270424
1618,2021-07-26,Maruti,Swift,SUV,CNG,Automatic,934220.0,Hyderabad,Individual,81624,Green,51.0,359102
1619,2020-02-20,Mahindra,Thar,SUV,Diesel,Manual,1377239.0,Mumbai,Dealer,77786,Green,69.0,876257
1620,2022-01-01,Kia,Sonet,Sedan,Petrol,Automatic,677208.0,Delhi,Dealer,54975,Brown,32.0,494785
1621,2020-03-23,Hyundai,Creta,SUV,CNG,Manual,1035066.0,Bangalore,Individual,57194,Grey,63.0,661570
1622,2021-01-14,Volkswagen,Vento,,,Automatic,,,Individual,13263,Red,,912304
1623,2021-03-16,Kia,Sonet,MUV,Diesel,Automatic,1362027.0,Kolkata,Dealer,56227,Black,54.0,956837
1624,2021-09-22,Honda,Jazz,,,Automatic,,,Dealer,52579,Green,,635142
1625,2022-12-17,Tata,Tiago,Hatchback,Petrol,Manual,1102573.0,Kolkata,Dealer,9010,White,54.0,957870
1626,2022-09-18,Toyota,Innova,SUV,CNG,Automatic,430279.0,Kolkata,Dealer,21357,Black,46.0,214321
1627,2022-05-31,Mahindra,Bolero,SUV,CNG,Manual,1044316.0,Mumbai,Dealer,46396,Grey,55.0,459173
1628,2022-04-13,Maruti,Swift,SUV,CNG,Automatic,1105637.0,Hyderabad,Dealer,47822,Black,67.0,950977
1629,2021-11-15,Honda,WR-V,MUV,CNG,Automatic,1252469.0,Ahmedabad,Individual,69822,Brown,52.0,628573
1630,2022-04-07,Renault,Kiger,MUV,Petrol,Manual,812426.0,Ahmedabad,Individual,60728,White,69.0,154579
1631,2021-03-27,Tata,Nexon,Hatchback,Petrol,Manual,1196584.0,Kolkata,Individual,68626,White,34.0,752179
1632,2022-09-29,Hyundai,Venue,MUV,Diesel,Automatic,930127.0,Bangalore,Individual,56004,Grey,36.0,712062
1633,2023-01-26,Mahindra,Thar,Hatchback,Electric,Manual,928119.0,Delhi,Dealer,17667,Grey,58.0,307015
1634,2020-10-26,Volkswagen,Tiguan,SUV,Diesel,Automatic,1051028.0,Pune,Individual,30449,White,28.0,648401
1635,2021-12-30,Volkswagen,Vento,MUV,Electric,Manual,1135982.0,Kolkata,Individual,26506,Red,46.0,461896
1636,2020-07-19,Mahindra,Thar,SUV,CNG,Automatic,808813.0,Kolkata,Individual,41592,Blue,42.0,529336
1637,2020-03-28,Volkswagen,Taigun,Hatchback,CNG,Automatic,1017517.0,Kolkata,Dealer,67709,Brown,46.0,652712
1638,2022-07-23,Mahindra,XUV300,Sedan,CNG,Automatic,1354526.0,Mumbai,Individual,55111,Black,70.0,646449
1639,2020-06-14,Renault,Duster,MUV,CNG,Automatic,813769.0,Kolkata,Individual,73236,Brown,25.0,724984
1640,2020-05-27,Skoda,Superb,SUV,Electric,Automatic,1224276.0,Pune,Individual,43610,Silver,39.0,771868
1641,2021-07-31,Tata,Harrier,MUV,Electric,Manual,991423.0,Ahmedabad,Dealer,67983,Red,47.0,624058
1642,2020-01-21,Mahindra,XUV300,Sedan,CNG,Manual,1404158.0,Kolkata,Individual,40987,Green,40.0,611188
1643,2020-03-06,Skoda,Octavia,MUV,CNG,Manual,502570.0,Hyderabad,Dealer,42144,Black,68.0,184642
1644,2021-12-25,Tata,Tiago,MUV,CNG,Automatic,1225702.0,Delhi,Individual,26357,Red,23.0,950420
1645,2021-01-23,Toyota,Fortuner,Hatchback,Petrol,Automatic,864853.0,Delhi,Individual,47749,Silver,46.0,691686
1646,2020-04-16,Kia,Sonet,SUV,Diesel,Automatic,826735.0,Chennai,Dealer,52229,Black,65.0,614517
1647,2020-08-11,Mahindra,Scorpio,,,Automatic,,,Dealer,5358,Brown,,535708
1648,2021-08-22,Hyundai,Venue,,,Automatic,,,Dealer,35885,Black,,442100
1649,2020-01-31,Mahindra,Thar,Sedan,CNG,Automatic,843563.0,Kolkata,Dealer,69737,Silver,42.0,902732
1650,2021-10-14,Skoda,Octavia,MUV,CNG,Automatic,920840.0,Delhi,Dealer,0,White,37.0,319144
1651,2021-01-27,Toyota,Glanza,Sedan,Petrol,Manual,1344724.0,Kolkata,Individual,0,Red,42.0,608410
1652,2022-01-20,Renault,Kwid,Sedan,Diesel,Automatic,952299.0,Ahmedabad,Dealer,51458,Green,49.0,859778
1653,2021-04-28,Tata,Harrier,MUV,Diesel,Manual,1277116.0,Hyderabad,Individual,0,Red,45.0,937700
1654,2022-06-12,Tata,Harrier,Sedan,Electric,Automatic,985080.0,Pune,Individual,14706,Green,50.0,490021
1655,2022-06-02,Skoda,Superb,MUV,CNG,Manual,1049591.0,Delhi,Individual,24625,Grey,23.0,422093
1656,2022-09-25,Volkswagen,Polo,Hatchback,Petrol,Automatic,882638.0,Mumbai,Individual,64697,Black,48.0,173935
1657,2021-02-17,Skoda,Rapid,SUV,Electric,Manual,1014207.0,Mumbai,Dealer,5513,Grey,54.0,338587
1658,2020-11-28,Toyota,Fortuner,MUV,Electric,Manual,1011577.0,Pune,Individual,48043,Green,49.0,189167
1659,2020-10-01,Kia,Sonet,MUV,Petrol,Manual,902989.0,Delhi,Individual,40697,Red,62.0,520623
1660,2022-03-09,Renault,Kiger,Hatchback,Petrol,Manual,1151161.0,Delhi,Individual,12426,Blue,25.0,498100
1661,2022-11-15,Volkswagen,Vento,Hatchback,Petrol,Manual,640541.0,Ahmedabad,Dealer,30391,Black,67.0,462016
1662,2022-01-28,Hyundai,Creta,Sedan,CNG,Manual,1493309.0,Mumbai,Dealer,61281,Silver,33.0,704752
1663,2020-08-18,Skoda,Superb,Hatchback,Petrol,Manual,1035640.0,Hyderabad,Dealer,75217,Silver,66.0,420773
1664,2022-09-07,Honda,WR-V,Hatchback,Petrol,Automatic,1332437.0,Ahmedabad,Dealer,51785,White,55.0,827055
1665,2021-05-08,Tata,Tiago,,,Manual,,,Individual,23893,Grey,,565343
1666,2020-04-11,Skoda,Octavia,Hatchback,CNG,Manual,615592.0,Pune,Individual,39383,Black,32.0,250337
1667,2022-05-30,Tata,Harrier,MUV,CNG,Automatic,888946.0,Ahmedabad,Dealer,15261,Black,46.0,418860
1668,2021-09-06,Mahindra,Thar,Hatchback,Petrol,Automatic,1212301.0,Mumbai,Dealer,30309,Silver,39.0,810471
1669,2022-04-27,Mahindra,Bolero,SUV,Electric,Automatic,805188.0,Delhi,Individual,35596,Silver,67.0,218934
1670,2023-01-16,Kia,Carnival,Sedan,Diesel,Automatic,912906.0,Hyderabad,Dealer,41520,Green,22.0,208919
1671,2022-03-31,Hyundai,Creta,Sedan,Petrol,Manual,1116927.0,Chennai,Dealer,36041,Blue,50.0,760663
1672,2021-09-03,Renault,Kwid,SUV,Diesel,Automatic,1119128.0,Hyderabad,Individual,38721,Silver,45.0,317600
1673,2020-08-08,Honda,WR-V,SUV,Petrol,Automatic,825071.0,Bangalore,Dealer,22911,White,70.0,517289
1674,2022-01-10,Hyundai,Venue,Hatchback,Electric,Manual,1165976.0,Kolkata,Dealer,24872,White,41.0,236568
1675,2021-12-05,Volkswagen,Polo,SUV,Petrol,Automatic,652852.0,Mumbai,Individual,35984,Brown,51.0,331837
1676,2023-01-01,Volkswagen,Tiguan,SUV,CNG,Automatic,642126.0,Ahmedabad,Dealer,31838,Blue,70.0,372625
1677,2020-12-18,Skoda,Kushaq,MUV,CNG,Manual,1158127.0,Chennai,Dealer,53737,Blue,65.0,998774
1678,2021-11-16,Volkswagen,Vento,SUV,CNG,Manual,934381.0,Kolkata,Individual,33066,Red,27.0,225677
1679,2022-01-19,Hyundai,i20,SUV,Diesel,Manual,1170653.0,Mumbai,Individual,51283,White,19.0,983909
1680,2022-07-19,Toyota,Glanza,Hatchback,Electric,Automatic,451674.0,Pune,Dealer,13437,Silver,49.0,823326
1681,2022-10-02,Hyundai,Creta,SUV,Electric,Automatic,913913.0,Pune,Individual,71016,Blue,67.0,981505
1682,2020-05-10,Mahindra,Scorpio,MUV,Electric,Manual,1113926.0,Pune,Dealer,33612,Blue,53.0,454230
1683,2020-01-24,Maruti,Alto,MUV,Diesel,Automatic,723717.0,Bangalore,Dealer,34571,Blue,23.0,107550
1684,2021-02-11,Volkswagen,Polo,SUV,CNG,Automatic,1480218.0,Ahmedabad,Individual,37252,Grey,32.0,111918
1685,2022-04-13,Skoda,Kushaq,Hatchback,CNG,Automatic,1067400.0,Mumbai,Individual,73636,Green,32.0,102488
1686,2021-10-30,Renault,Kiger,SUV,Petrol,Manual,1421109.0,Mumbai,Individual,50636,Brown,20.0,926303
1687,2023-01-01,Honda,Jazz,Sedan,CNG,Automatic,793082.0,Mumbai,Dealer,54084,Grey,44.0,636394
1688,2022-03-26,Mahindra,Bolero,SUV,CNG,Manual,653976.0,Ahmedabad,Dealer,61643,Grey,35.0,978522
1689,2020-03-09,Kia,Carens,SUV,Diesel,Manual,884880.0,Kolkata,Dealer,67777,White,34.0,854047
1690,2021-12-06,Mahindra,Thar,SUV,Diesel,Automatic,679724.0,Hyderabad,Individual,2311,Brown,39.0,828439
1691,2022-03-08,Mahindra,Bolero,Sedan,Diesel,Manual,1167367.0,Ahmedabad,Dealer,7534,Grey,33.0,678817
1692,2023-02-14,Kia,Sonet,,,Automatic,,,Dealer,25961,White,,349192
1693,2022-11-03,Tata,Nexon,MUV,CNG,Automatic,732635.0,Ahmedabad,Dealer,3687,Blue,38.0,285450
1694,2022-06-11,Honda,WR-V,MUV,Petrol,Manual,972333.0,Ahmedabad,Individual,56376,White,54.0,344583
1695,2021-10-04,Toyota,Fortuner,MUV,Diesel,Automatic,1220713.0,Delhi,Individual,18949,Green,25.0,330093
1696,2020-01-18,Honda,Jazz,Hatchback,Electric,Automatic,906808.0,Pune,Dealer,26163,Blue,43.0,977925
1697,2020-04-19,Skoda,Kushaq,,,Manual,,,Individual,19231,Silver,,297714
1698,2020-03-07,Tata,Nexon,SUV,Electric,Manual,909508.0,Kolkata,Dealer,12511,Blue,50.0,389495
1699,2022-01-15,Kia,Sonet,Hatchback,Electric,Manual,969481.0,Kolkata,Dealer,13970,Green,45.0,458541
1700,2020-05-15,Tata,Harrier,Sedan,CNG,Automatic,1208716.0,Bangalore,Dealer,35963,Blue,37.0,585206
1701,2020-02-09,Hyundai,Verna,Hatchback,Electric,Manual,690094.0,Ahmedabad,Dealer,67620,Brown,48.0,301768
1702,2022-12-21,Renault,Duster,SUV,CNG,Manual,940703.0,Ahmedabad,Individual,33493,Grey,65.0,803417
1703,2021-01-27,Volkswagen,Polo,SUV,CNG,Manual,1186390.0,Kolkata,Dealer,70128,Blue,33.0,548275
1704,2021-12-17,Toyota,Fortuner,Hatchback,Electric,Automatic,767730.0,Kolkata,Dealer,36851,White,68.0,773111
1705,2020-03-18,Kia,Sonet,SUV,Diesel,Manual,1374542.0,Kolkata,Individual,31268,White,37.0,529516
1706,2021-03-14,Toyota,Fortuner,MUV,Petrol,Automatic,1590879.0,Pune,Individual,36533,Silver,42.0,943397
1707,2021-05-27,Toyota,Fortuner,SUV,Electric,Manual,975803.0,Mumbai,Dealer,58126,Red,42.0,187499
1708,2020-04-21,Renault,Kwid,MUV,Diesel,Automatic,764932.0,Kolkata,Dealer,36554,Red,23.0,468853
1709,2020-11-28,Skoda,Octavia,MUV,Electric,Automatic,795428.0,Chennai,Individual,31728,Silver,47.0,520317
1710,2021-10-29,Toyota,Etios,Hatchback,Electric,Automatic,889806.0,Pune,Individual,58814,Grey,62.0,878569
1711,2022-02-25,Renault,Kwid,Hatchback,CNG,Automatic,945140.0,Hyderabad,Dealer,16054,Silver,24.0,526084
1712,2021-05-25,Mahindra,Bolero,Hatchback,CNG,Manual,1486595.0,Hyderabad,Dealer,37077,Brown,58.0,159042
1713,2022-09-27,Maruti,Dzire,SUV,Electric,Automatic,1110497.0,Delhi,Dealer,33884,Black,43.0,325171
1714,2020-08-03,Skoda,Superb,Hatchback,Electric,Manual,1016617.0,Delhi,Dealer,47398,Silver,67.0,806849
1715,2022-08-02,Kia,Carens,Sedan,Petrol,Automatic,1196207.0,Hyderabad,Individual,24818,Grey,48.0,989410
1716,2020-03-02,Toyota,Etios,Hatchback,Electric,Automatic,422962.0,Delhi,Dealer,0,Grey,40.0,818208
1717,2022-10-04,Hyundai,Creta,MUV,Electric,Automatic,1385597.0,Hyderabad,Individual,12592,Black,62.0,626822
1718,2023-03-24,Toyota,Innova,Hatchback,Electric,Automatic,956193.0,Hyderabad,Individual,8288,White,56.0,284429
1719,2021-08-02,Maruti,Dzire,Hatchback,CNG,Automatic,1068074.0,Mumbai,Dealer,51665,Brown,69.0,426881
1720,2021-01-16,Toyota,Fortuner,MUV,Petrol,Manual,1003823.0,Chennai,Individual,31819,White,60.0,706994
1721,2021-05-28,Honda,WR-V,Sedan,Electric,Manual,680210.0,Kolkata,Individual,54671,Silver,65.0,143437
1722,2022-05-01,Tata,Harrier,Hatchback,CNG,Manual,551687.0,Ahmedabad,Individual,31303,White,35.0,847947
1723,2022-08-21,Mahindra,Thar,MUV,Electric,Manual,1418196.0,Pune,Dealer,5925,White,53.0,623003
1724,2021-07-22,Hyundai,Creta,SUV,Petrol,Automatic,651768.0,Mumbai,Dealer,48598,Red,32.0,912214
1725,2020-10-11,Kia,Carnival,MUV,Electric,Manual,589007.0,Mumbai,Dealer,12141,Blue,31.0,888864
1726,2020-06-27,Kia,Seltos,Sedan,Diesel,Manual,1145934.0,Ahmedabad,Individual,35662,Blue,28.0,571582
1727,2020-01-24,Mahindra,Thar,SUV,Electric,Manual,1208029.0,Mumbai,Dealer,60929,White,39.0,908862
1728,2021-05-21,Skoda,Rapid,SUV,Electric,Automatic,860762.0,Bangalore,Dealer,56442,Silver,59.0,117627
1729,2021-08-23,Tata,Safari,MUV,Diesel,Automatic,362393.0,Mumbai,Dealer,44524,Grey,40.0,712010
1730,2022-02-20,Tata,Harrier,,,Manual,,,Dealer,53763,Silver,,418633
1731,2022-04-13,Skoda,Superb,MUV,Petrol,Manual,745956.0,Chennai,Dealer,36691,Silver,35.0,990311
1732,2022-09-23,Volkswagen,Vento,,,Automatic,,,Individual,28369,Red,,549748
1733,2022-06-16,Honda,WR-V,Hatchback,CNG,Manual,1113906.0,Ahmedabad,Dealer,26197,Red,64.0,959985
1734,2022-12-05,Renault,Kiger,SUV,Petrol,Automatic,1134335.0,Delhi,Individual,37912,Blue,46.0,730031
1735,2020-09-13,Kia,Carnival,Hatchback,Petrol,Manual,476713.0,Mumbai,Dealer,61585,Blue,38.0,114745
1736,2020-10-03,Mahindra,Thar,Hatchback,CNG,Manual,1011259.0,Chennai,Individual,10751,Brown,61.0,469291
1737,2020-05-22,Tata,Safari,MUV,Diesel,Manual,854254.0,Bangalore,Individual,5315,Green,20.0,454184
1738,2020-10-21,Mahindra,XUV300,Hatchback,CNG,Manual,886207.0,Pune,Individual,40870,Silver,61.0,885340
1739,2020-08-01,Volkswagen,Taigun,Sedan,Electric,Automatic,1430957.0,Bangalore,Individual,11295,Black,58.0,985738
1740,2020-01-26,Maruti,Swift,MUV,Electric,Automatic,470699.0,Ahmedabad,Individual,56228,Green,53.0,396109
1741,2020-10-11,Mahindra,Thar,Hatchback,Petrol,Automatic,1181237.0,Mumbai,Dealer,23751,Black,66.0,326492
1742,2020-09-17,Mahindra,Scorpio,,,Manual,,,Dealer,57206,Grey,,169165
1743,2021-08-13,Hyundai,Verna,MUV,Petrol,Manual,973068.0,Chennai,Individual,69085,White,61.0,468471
1744,2021-10-03,Volkswagen,Polo,SUV,Diesel,Automatic,680643.0,Hyderabad,Dealer,63380,Black,58.0,233470
1745,2020-12-19,Toyota,Etios,SUV,Diesel,Manual,1043102.0,Delhi,Individual,36083,Silver,52.0,858146
1746,2023-03-02,Hyundai,Verna,MUV,Electric,Automatic,1323501.0,Chennai,Individual,22669,Silver,22.0,256365
1747,2020-10-16,Skoda,Octavia,Sedan,Diesel,Automatic,1350245.0,Chennai,Individual,44655,White,25.0,823930
1748,2020-03-30,Maruti,Baleno,SUV,CNG,Manual,1197019.0,Ahmedabad,Dealer,56593,Red,34.0,297868
1749,2021-09-19,Mahindra,Scorpio,MUV,Petrol,Automatic,906370.0,Delhi,Individual,20918,Red,33.0,320681
1750,2021-01-08,Tata,Safari,Sedan,Diesel,Automatic,750490.0,Chennai,Dealer,49151,Grey,68.0,748951
1751,2022-06-03,Maruti,Alto,Sedan,Petrol,Manual,1207195.0,Chennai,Individual,77555,White,62.0,309881
1752,2021-01-17,Hyundai,Creta,Hatchback,CNG,Manual,745110.0,Hyderabad,Individual,30459,Green,59.0,896371
1753,2020-08-05,Renault,Duster,SUV,Diesel,Manual,794976.0,Delhi,Individual,41567,Blue,25.0,688136
1754,2022-10-13,Honda,City,Sedan,CNG,Automatic,1346609.0,Hyderabad,Dealer,51988,Grey,60.0,961302
1755,2022-06-27,Tata,Safari,MUV,Electric,Manual,1229739.0,Delhi,Dealer,30656,Silver,59.0,885716
1756,2021-08-31,Kia,Carnival,Sedan,CNG,Manual,654649.0,Hyderabad,Dealer,28948,White,60.0,158414
1757,2022-03-10,Mahindra,Thar,MUV,Diesel,Manual,408182.0,Chennai,Dealer,11863,White,43.0,906966
1758,2023-03-18,Hyundai,i20,MUV,Petrol,Automatic,1091850.0,Delhi,Dealer,34345,Green,35.0,795732
1759,2022-06-24,Honda,City,SUV,Diesel,Manual,1215162.0,Mumbai,Dealer,39142,White,41.0,254573
1760,2021-06-11,Honda,Jazz,Hatchback,Electric,Manual,652293.0,Pune,Individual,34333,Brown,46.0,127071
1761,2022-01-06,Kia,Sonet,SUV,Petrol,Manual,862140.0,Mumbai,Dealer,46946,Red,47.0,272018
1762,2021-12-13,Hyundai,Verna,SUV,CNG,Manual,1131866.0,Hyderabad,Dealer,18421,Green,19.0,885530
1763,2022-02-02,Kia,Seltos,SUV,Diesel,Automatic,881684.0,Kolkata,Individual,40487,Silver,25.0,628464
1764,2020-12-03,Kia,Carens,Hatchback,Electric,Manual,1113189.0,Ahmedabad,Dealer,40634,White,23.0,974780
1765,2022-05-18,Mahindra,XUV300,SUV,CNG,Automatic,565197.0,Pune,Dealer,23266,Brown,67.0,889868
1766,2021-08-20,Renault,Duster,MUV,Petrol,Automatic,1090521.0,Pune,Individual,27400,White,52.0,808132
1767,2023-02-09,Hyundai,Venue,SUV,Petrol,Automatic,1443459.0,Hyderabad,Individual,69566,Red,58.0,677914
1768,2021-12-17,Maruti,Dzire,Sedan,CNG,Automatic,515278.0,Bangalore,Dealer,35426,Green,24.0,980307
1769,2021-02-24,Hyundai,Venue,Hatchback,Diesel,Manual,1197922.0,Delhi,Dealer,64910,Grey,45.0,186438
1770,2022-02-19,Toyota,Glanza,MUV,CNG,Manual,1579543.0,Delhi,Individual,46346,Brown,54.0,322498
1771,2022-09-06,Renault,Duster,Hatchback,Diesel,Manual,1027610.0,Ahmedabad,Dealer,64887,Grey,49.0,109505
1772,2022-02-08,Volkswagen,Tiguan,SUV,Electric,Manual,421882.0,Mumbai,Individual,40852,Green,36.0,790818
1773,2020-05-25,Toyota,Fortuner,MUV,Petrol,Manual,1004732.0,Ahmedabad,Individual,53458,Black,49.0,652438
1774,2022-07-20,Skoda,Rapid,Hatchback,Diesel,Automatic,1531425.0,Mumbai,Individual,25307,Red,68.0,734309
1775,2021-03-07,Honda,Amaze,Sedan,Electric,Manual,1060864.0,Hyderabad,Dealer,9930,White,55.0,249135
1776,2022-11-30,Kia,Sonet,Hatchback,CNG,Manual,980786.0,Hyderabad,Dealer,0,White,32.0,962345
1777,2020-09-17,Honda,Amaze,Sedan,Petrol,Automatic,922324.0,Bangalore,Dealer,32803,Blue,19.0,897725
1778,2020-09-01,Maruti,Baleno,Hatchback,Diesel,Automatic,958986.0,Pune,Individual,8091,Brown,59.0,960008
1779,2023-02-11,Skoda,Octavia,SUV,Petrol,Automatic,1100639.0,Hyderabad,Dealer,50272,Brown,41.0,393546
1780,2021-07-31,Skoda,Rapid,SUV,CNG,Manual,350172.0,Hyderabad,Dealer,29353,Blue,70.0,387842
1781,2020-06-05,Mahindra,Thar,MUV,Electric,Manual,789965.0,Mumbai,Individual,51147,White,49.0,219161
1782,2021-02-01,Maruti,Dzire,MUV,Petrol,Automatic,962310.0,Pune,Dealer,0,Red,29.0,344312
1783,2023-03-23,Kia,Carens,Hatchback,CNG,Automatic,1444932.0,Delhi,Dealer,58694,Grey,40.0,540448
1784,2021-11-08,Tata,Tiago,MUV,Electric,Manual,1055396.0,Mumbai,Individual,1977,Blue,65.0,666685
1785,2020-11-26,Mahindra,Bolero,Hatchback,Electric,Automatic,1081342.0,Mumbai,Dealer,58126,Red,40.0,761685
1786,2020-10-05,Honda,City,SUV,Diesel,Automatic,1013824.0,Pune,Dealer,49395,White,64.0,791685
1787,2020-04-19,Honda,Jazz,Sedan,CNG,Manual,1112432.0,Kolkata,Dealer,24146,Green,38.0,279275
1788,2020-07-05,Tata,Tiago,SUV,Diesel,Manual,923667.0,Hyderabad,Individual,45558,Green,68.0,624360
1789,2021-10-12,Maruti,Baleno,Hatchback,Petrol,Automatic,1258198.0,Delhi,Individual,60372,Grey,48.0,386678
