SaleID,SaleDate,Brand,Model,Variant,Price,EngineCC,FuelType,Transmission,BuyerGender,City,UnitsSold
SAL102399,2024-12-26,Toyota,Glanza,Glanza LXI Diesel Automatic,2483000,2500,Diesel,Automatic,Male,Bengaluru,4.0
SAL101104,2024-09-26,Kia,Seltos,Seltos SX(O) Petrol Manual,2491000,1998,Petrol,Manual,Female,Delhi,3.0
SAL100359,2025-07-06,Maruti Suzuki,Baleno,Baleno EX CNG Manual,818000,999,CNG,Manual,Female,Chennai,2.0
SAL100212,2024-10-17,Kia,Sonet,Sonet SX(O) Diesel Manual,1908000,2500,Diesel,Manual,Male,Hyderabad,6.0
SAL102432,2022-09-17,Tata,Tiago,Tiago XM Petrol Manual,1678000,1198,Petrol,Manual,Male,Bengaluru,6.0
SAL103823,2021-10-17,MG,Hector,Hector ZXI Petrol Automatic,1820000,800,Petrol,Automatic,Male,Chennai,1.0
SAL100108,2024-04-09,Skoda,Rapid,Rapid EX Petrol Automatic,1303000,1498,Petrol,Automatic,Male,Chennai,4.0
SAL100171,2021-06-01,Tata,Safari,Safari LXI Diesel Automatic,323000,999,Diesel,Automatic,Male,Pune,3.0
SAL102589,2021-02-14,Toyota,Urban Cruiser,Urban Cruiser EX Petrol Manual,2699000,2200,Petrol,Manual,Male,Bengaluru,1.0
SAL102407,2023-04-28,Maruti Suzuki,Dzire,Dzire EX Petrol Manual,496000,2200,Petrol,Manual,Female,Mumbai,5.0
SAL100176,2024-01-20,Skoda,Kushaq,Kushaq ZXI Hybrid Automatic,2320000,2500,Hybrid,Automatic,Male,Chennai,2.0
SAL100351,2024-09-10,MG,Astor,Astor XZ Diesel Automatic,3141000,2500,Diesel,Automatic,Male,Ahmedabad,5.0
SAL101900,2024-02-09,Maruti Suzuki,Wagon R,Wagon R EX Diesel CVT,799000,1497,Diesel,CVT,Female,Delhi,5.0
SAL103156,2023-02-24,Skoda,Octavia,Octavia XM Petrol CVT,2860000,1998,Petrol,CVT,Female,Delhi,6.0
SAL102811,2022-11-08,Hyundai,Verna,Verna XZ+ Petrol Manual,1169000,800,Petrol,Manual,Male,Pune,3.0
SAL100760,2024-09-28,Kia,EV6,EV6 EX Petrol Manual,1058000,999,Petrol,Manual,Female,Pune,5.0
SAL101447,2023-02-26,Mahindra,XUV300,XUV300 EX Diesel Manual,2209000,1197,Diesel,Manual,Male,Delhi,4.0
SAL102538,2024-07-11,Mahindra,Scorpio,Scorpio LXI Petrol Automatic,2056000,1998,Petrol,Automatic,Male,Delhi,3.0
SAL103117,2024-10-24,Mahindra,XUV300,XUV300 ZXI+ Diesel Manual,725000,2500,Diesel,Manual,Male,Delhi,1.0
SAL101183,2024-11-10,Skoda,Rapid,Rapid LXI Diesel Manual,2850000,999,Diesel,Manual,Female,Jaipur,3.0
SAL102314,2020-08-03,Tata,Altroz,Altroz SX Petrol Manual,1690000,1498,Petrol,Manual,Male,Bengaluru,1.0
SAL100320,2020-06-14,Tata,Safari,Safari XZ+ Diesel Automatic,1069000,1198,Diesel,Automatic,Female,Pune,2.0
SAL103641,2022-08-31,Skoda,Superb,Superb VXI Diesel Manual,2799000,2500,Diesel,Manual,Female,Pune,5.0
SAL102640,2021-03-25,Tata,Nexon,Nexon SX Petrol Manual,717000,1197,Petrol,Manual,Female,Mumbai,4.0
SAL102671,2025-08-26,Skoda,Kushaq,Kushaq XM Petrol Manual,1669000,1998,Petrol,Manual,Male,Lucknow,1.0
SAL100854,2022-08-18,MG,Hector,Hector XM Petrol Automatic,1513000,1998,Petrol,123,Male,Hyderabad,4.0
SAL102129,2023-07-07,Mahindra,Bolero,Bolero VXI Petrol Manual,1469000,1197,Petrol,Manual,Male,Kolkata,4.0
SAL102316,2021-12-28,Kia,Sonet,Sonet XZ+ Petrol Manual,1267000,1197,Petrol,Manual,Male,Ahmedabad,1.0
SAL101742,2021-07-28,Tata,Nexon,Nexon ZXI+ Petrol Manual,1377000,OneThousand,Petrol,Manual,Female,Lucknow,3.0
SAL101607,2022-03-06,Hyundai,Santro,Santro XZ Petrol Manual,1360000,2200,Petrol,Manual,Female,Pune,1.0
SAL103608,2021-11-25,Hyundai,i10,i10 SX(O) Petrol Manual,1513000,1197,Petrol,Manual,Male,Lucknow,3.0
SAL100267,2023-04-25,MG,Astor,Astor VXI Petrol Manual,2756000,1998,Petrol,Manual,Female,Delhi,1.0
SAL102145,2023-07-06,Toyota,Fortuner,Fortuner VXI Petrol Automatic,3001000,2500,Petrol,Automatic,Male,Mumbai,6.0
SAL100142,2020-06-17,Hyundai,Creta,Creta XZ+ Diesel Manual,997000,2200,Diesel,Manual,Female,Lucknow,6.0
SAL101273,2022-01-01,Toyota,Fortuner,Fortuner EX Petrol Manual,811000,1197,Petrol,Manual,Female,Hyderabad,5.0
SAL102990,2024-01-23,Kia,Seltos,Seltos EX Petrol Manual,1105000,1998,Petrol,Manual,Male,Delhi,4.0
SAL100530,2023-06-02,MG,Hector,Hector LXI Diesel Manual,3032000,2500,Diesel,Manual,Male,Jaipur,5.0
SAL100378,2021-10-10,Maruti Suzuki,Alto,Alto ZXI Petrol Manual,1033000,2200,Petrol,Manual,Female,Delhi,2.0
SAL101961,2020-11-28,Hyundai,Creta,Creta XZ+ Petrol Manual,892000,1198,Petrol,Manual,Female,Hyderabad,4.0
SAL100061,2024-06-12,Maruti Suzuki,Baleno,Baleno SX(O) Diesel AMT,544000,1198,Diesel,AMT,Male,Chennai,1.0
SAL102474,2021-11-21,Skoda,Rapid,Rapid LXI Petrol CVT,1973000,1497,Petrol,CVT,Male,Mumbai,2.0
SAL101702,2022-06-21,Renault,Triber,Triber ZXI+ Diesel Manual,581000,1498,Diesel,Manual,Male,Lucknow,3.0
SAL102829,2024-02-19,Kia,Seltos,Seltos XZ Diesel Manual,850000,1197,Diesel,Manual,Female,Ahmedabad,4.0
SAL102518,2021-12-13,Tata,Tigor,Tigor EX Diesel AMT,1263000,800,Diesel,AMT,Male,Bengaluru,2.0
SAL101847,2022-01-09,Maruti Suzuki,Alto,Alto XZ+ Petrol Manual,478000,800,Petrol,Manual,Female,Ahmedabad,3.0
SAL102909,2021-02-13,Maruti Suzuki,Wagon R,Wagon R XZ+ Petrol Manual,574000,2500,Petrol,Manual,Male,Ahmedabad,3.0
SAL101095,2025-06-06,Honda,WR-V,WR-V SX Petrol Manual,894000,999,Petrol,Manual,Male,Jaipur,6.0
SAL101811,2024-07-06,Honda,Amaze,Amaze ZXI+ Electric Automatic,1541000,1197,Electric,Automatic,Female,Ahmedabad,3.0
SAL103877,2024-08-19,MG,ZS EV,ZS EV XZ+ Petrol Manual,3198000,1198,Petrol,Manual,Female,Kolkata,5.0
SAL100022,2024-12-20,Toyota,Fortuner,Fortuner VXI Petrol Manual,1518000,2500,Petrol,Manual,Male,Jaipur,1.0
SAL100628,2021-05-11,Kia,Seltos,Seltos XM Petrol Automatic,862000,2500,Petrol,Automatic,Female,Pune,3.0
SAL103241,2020-07-01,Skoda,Kushaq,Kushaq ZXI Petrol Manual,1744000,1198,Petrol,Manual,Male,Chennai,6.0
SAL101611,2021-04-22,Maruti Suzuki,Baleno,Baleno VXI CNG Manual,,1197,CNG,Manual,Male,Jaipur,5.0
SAL101718,2021-02-20,Maruti Suzuki,Swift,Swift ZXI CNG Automatic,1185000,999,CNG,Automatic,Male,Mumbai,4.0
SAL103539,2025-01-14,Honda,Jazz,Jazz SX Diesel Automatic,769000,1998,Diesel,Automatic,Male,Pune,4.0
SAL100773,2025-06-21,Renault,Duster,Duster XZ Petrol Manual,658000,1198,Petrol,Manual,Female,Jaipur,1.0
SAL103833,2022-01-02,Skoda,Octavia,Octavia VXI Petrol Automatic,1646000,1198,Petrol,Automatic,Male,Hyderabad,6.0
SAL100383,2020-03-19,Kia,Sonet,Sonet SX(O) Hybrid AMT,2292000,1198,Hybrid,AMT,Male,Bengaluru,2.0
SAL100348,2025-04-12,Mahindra,Scorpio,Scorpio SX(O) Petrol Manual,1374000,2200,Petrol,Manual,Female,Kolkata,1.0
SAL102026,2021-05-11,Kia,Carens,Carens EX Diesel Automatic,2042000,1998,Diesel,Automatic,Male,Lucknow,5.0
SAL101733,2023-09-17,Skoda,Rapid,Rapid LXI Electric Manual,1737000,800,Electric,Manual,Female,Chennai,6.0
SAL102669,2025-04-16,Skoda,Superb,Superb LXI CNG AMT,1494000,1197,CNG,AMT,Female,Mumbai,6.0
SAL100350,2021-01-31,Mahindra,Thar,Thar ZXI CNG Manual,1606000,999,CNG,Manual,Male,Jaipur,4.0
SAL102705,2024-02-21,Renault,Kiger,Kiger ZXI+ Petrol Manual,1026000,2500,Petrol,Manual,Male,Mumbai,1.0
SAL101253,2021-10-20,Hyundai,Verna,Verna LXI CNG Automatic,550000,1498,CNG,Automatic,Male,Jaipur,4.0
SAL101092,2025-04-24,Tata,Harrier,Harrier SX Diesel Manual,1151000,800,Diesel,Manual,Male,Chennai,4.0
SAL103599,2025-01-20,Maruti Suzuki,Celerio,Celerio SX Diesel Manual,896000,1498,Diesel,Manual,Female,Bengaluru,5.0
SAL101480,2024-07-19,Mahindra,XUV700,XUV700 XZ Petrol Manual,2172000,1198,Petrol,Manual,Male,Mumbai,4.0
SAL102482,2025-04-03,Hyundai,i20,i20 VXI Petrol Automatic,1533000,2500,Petrol,Automatic,Male,Kolkata,2.0
SAL101402,2021-09-30,Toyota,Fortuner,Fortuner LXI Petrol Automatic,803000,1197,Petrol,Automatic,Male,Lucknow,6.0
SAL101711,2020-10-26,Skoda,Rapid,Rapid EX Diesel Manual,935000,1498,Diesel,Manual,Male,Hyderabad,2.0
SAL102735,2022-03-29,Renault,Triber,Triber XM Petrol Manual,1007000,1198,Petrol,Manual,Male,Hyderabad,1.0
SAL102264,2025-05-03,Kia,Carens,Carens SX(O) Petrol Manual,1832000,1998,Petrol,Manual,Male,Pune,5.0
SAL103723,2020-05-01,Renault,Duster,Duster XZ+ Petrol Manual,467000,1198,Petrol,Manual,Male,Mumbai,5.0
SAL103315,2024-08-03,Mahindra,XUV300,XUV300 VXI Diesel Manual,1891000,1198,Diesel,Manual,Male,Bengaluru,4.0
SAL100387,2021-04-27,MG,Astor,Astor XZ Petrol Automatic,1444000,1497,Petrol,Automatic,Male,Delhi,4.0
SAL103422,2021-06-09,Renault,Triber,Triber ZXI Petrol Manual,986000,1498,Petrol,Manual,Male,Delhi,1.0
SAL103367,2023-04-13,MG,Hector,Hector SX(O) Diesel Manual,1674000,1498,Diesel,Manual,Male,Jaipur,1.0
SAL102225,2021-09-16,Mahindra,Scorpio,Scorpio SX(O) Petrol Manual,1544000,999,Petrol,Manual,Male,Pune,6.0
SAL103667,2023-08-25,Skoda,Kushaq,Kushaq VXI Diesel AMT,1153000,1198,Diesel,AMT,Male,Bengaluru,1.0
SAL102762,2020-07-25,Maruti Suzuki,Alto,Alto VXI Petrol Manual,868000,2200,Petrol,Manual,Female,Ahmedabad,1.0
SAL100458,2021-02-04,Kia,EV6,EV6 XZ+ Diesel Manual,896000,1998,Diesel,Manual,Male,Ahmedabad,2.0
SAL101966,2023-04-25,Toyota,Fortuner,Fortuner VXI Petrol Automatic,1217000,1197,Petrol,Automatic,Male,Hyderabad,6.0
SAL100864,2025-08-09,Tata,Nexon,Nexon LXI CNG Manual,861000,1498,CNG,Manual,Male,Hyderabad,4.0
SAL103839,2020-03-05,Toyota,Glanza,Glanza ZXI+ Diesel Manual,2615000,1197,Diesel,Manual,Male,Lucknow,5.0
SAL102051,2022-01-19,Renault,Duster,Duster XZ+ CNG Manual,736000,1497,CNG,Manual,Male,Pune,6.0
SAL100263,2024-09-29,Renault,Triber,Triber ZXI Diesel Manual,766000,1998,Diesel,Manual,Male,Lucknow,4.0
SAL102480,2025-02-24,Honda,WR-V,WR-V ZXI Diesel Automatic,1003000,1998,Diesel,Automatic,Female,Kolkata,5.0
SAL102539,2020-03-19,Hyundai,i20,i20 ZXI Petrol Manual,1323000,999,Petrol,Manual,Female,Hyderabad,4.0
SAL102552,2024-05-09,MG,Gloster,Gloster ZXI+ Diesel Manual,3021000,2200,Diesel,Manual,Female,Bengaluru,3.0
SAL103018,2024-09-05,MG,Astor,Astor SX CNG AMT,1171000,1998,CNG,AMT,Female,Ahmedabad,4.0
SAL102694,2020-12-03,Toyota,Urban Cruiser,Urban Cruiser LXI Petrol AMT,3398000,1197,Petrol,AMT,Female,Hyderabad,5.0
SAL101519,2022-12-25,Honda,City,City XZ Petrol Manual,1720000,2500,Petrol,Manual,Male,Bengaluru,3.0
SAL101575,2022-10-15,Hyundai,i10,i10 ZXI+ Diesel Automatic,515000,2200,Diesel,Automatic,Female,Delhi,6.0
SAL101285,2024-02-10,Mahindra,Bolero,Bolero ZXI Diesel Manual,1632000,1998,Diesel,Manual,Male,Bengaluru,2.0
SAL100763,2020-07-03,Skoda,Superb,Superb VXI Petrol Manual,2437000,2500,Petrol,Manual,??,Hyderabad,4.0
SAL102445,2023-01-11,Renault,Duster,Duster XM Diesel Manual,572000,800,Diesel,Manual,Male,Hyderabad,4.0
SAL103518,2023-10-09,Skoda,Octavia,Octavia XZ+ Diesel Manual,956000,1498,Diesel,Manual,Female,Bengaluru,1.0
SAL103063,2022-01-25,Honda,WR-V,WR-V VXI Diesel Manual,1386000,1498,Diesel,Manual,Male,Pune,5.0
SAL100023,2024-06-30,Hyundai,i10,i10 ZXI+ Petrol Manual,840000,800,Petrol,Manual,Male,Mumbai,4.0
SAL103298,2024-12-16,Toyota,Fortuner,Fortuner ZXI Petrol Manual,1751000,2200,Petrol,Manual,Male,Delhi,3.0
SAL102492,2021-09-25,Honda,City,City VXI Petrol Automatic,1538000,2500,Petrol,Automatic,Male,Hyderabad,6.0
SAL102584,2023-10-27,MG,Astor,Astor VXI Electric Manual,2465000,1998,Electric,Manual,Male,Hyderabad,2.0
SAL101259,2024-01-03,Renault,Duster,Duster VXI Petrol Manual,824000,800,Petrol,Manual,Male,Hyderabad,2.0
SAL101457,2021-05-14,Tata,Tigor,Tigor SX(O) Diesel Automatic,1247000,1197,Diesel,Automatic,Male,Pune,6.0
SAL103159,2024-06-12,Honda,Amaze,Amaze XZ Petrol Automatic,1022000,2500,Petrol,Automatic,Male,Jaipur,3.0
SAL100752,2025-06-10,Renault,Kwid,Kwid XZ Petrol CVT,865000,2200,Petrol,CVT,Male,Bengaluru,1.0
SAL100200,2023-07-09,Skoda,Kushaq,Kushaq SX(O) Electric Manual,2212000,1197,Electric,Manual,Male,Jaipur,3.0
SAL100201,2025-06-06,Skoda,Kushaq,Kushaq EX Diesel Automatic,985000,1198,Diesel,Automatic,Female,Kolkata,5.0
SAL101281,2023-09-18,Kia,Sonet,Sonet VXI Electric Manual,1994000,1197,Electric,Manual,Male,Delhi,1.0
SAL103759,2021-08-03,Renault,Triber,Triber EX Petrol Manual,1048000,1197,Petrol,Manual,Male,Delhi,6.0
SAL101038,2023-07-20,Hyundai,Verna,Verna SX Diesel Manual,478000,800,Diesel,Manual,Male,Ahmedabad,2.0
SAL101869,2020-02-21,Toyota,Fortuner,Fortuner SX CNG Automatic,2733000,2500,CNG,Automatic,Male,Delhi,5.0
SAL103301,2024-03-16,Hyundai,i20,i20 ZXI+ Petrol Manual,1597000,999,Petrol,Manual,Male,Lucknow,2.0
SAL101500,2022-07-13,MG,Gloster,Gloster VXI Diesel Automatic,2298000,2200,Diesel,Automatic,Male,Chennai,6.0
SAL101677,2022-03-06,Kia,Sonet,Sonet SX Hybrid Manual,1485000,2500,Hybrid,Manual,Male,Pune,6.0
SAL103976,2022-08-08,Mahindra,XUV700,XUV700 XZ+ Petrol Automatic,1374000,800,Petrol,Automatic,Male,Kolkata,1.0
SAL103216,2020-04-19,Maruti Suzuki,Celerio,Celerio SX Petrol Manual,449000,2500,Petrol,Manual,Male,Bengaluru,3.0
SAL100563,2025-08-04,Maruti Suzuki,Ertiga,Ertiga XM Diesel Manual,,2500,Diesel,Manual,Female,Lucknow,4.0
SAL100882,2020-01-20,Hyundai,Venue,Venue XZ+ Diesel Manual,424000,800,Diesel,Manual,Female,Chennai,2.0
SAL102816,2023-10-25,Skoda,Octavia,Octavia XZ+ Petrol Automatic,1898000,1497,Petrol,Automatic,Male,Jaipur,4.0
SAL100699,2021-04-18,Mahindra,Bolero,Bolero XM Diesel Manual,1566000,1998,Diesel,Manual,Male,Lucknow,6.0
SAL103171,2021-09-30,Honda,Jazz,Jazz XM CNG Manual,986000,1497,CNG,Manual,Male,Mumbai,2.0
SAL102555,2021-08-25,MG,Hector,Hector XZ Petrol Manual,3388000,1497,Petrol,Manual,Male,Lucknow,6.0
SAL103217,2021-03-23,Honda,Amaze,Amaze XZ+ Petrol CVT,702000,999,Petrol,CVT,Female,Delhi,6.0
SAL103799,2023-12-19,Kia,Sonet,###,1766000,1998,Petrol,Manual,Female,Jaipur,3.0
SAL103575,2021-08-25,Maruti Suzuki,Dzire,Dzire SX(O) Petrol Manual,634000,1197,Petrol,Manual,Male,Lucknow,6.0
SAL100471,2022-11-21,Hyundai,Creta,Creta XZ Petrol AMT,1564000,2500,Petrol,AMT,Female,Lucknow,3.0
SAL100032,13-01-2021,Mahindra,Bolero,Bolero LXI Petrol AMT,817000,1998,Petrol,AMT,Female,Mumbai,1.0
SAL100271,2025-01-15,Toyota,Urban Cruiser,Urban Cruiser ZXI+ Petrol Manual,2968000,1998,Petrol,Manual,Male,Chennai,2.0
SAL101593,2024-01-17,Mahindra,Thar,Thar LXI Diesel Manual,887000,1498,Diesel,Manual,Female,Pune,3.0
SAL102455,2021-08-01,Renault,Kwid,Kwid XZ CNG Automatic,425000,1197,CNG,Automatic,Male,Jaipur,6.0
SAL100903,2024-04-27,Honda,WR-V,WR-V LXI Diesel Manual,1341000,1998,Diesel,Manual,Female,Chennai,4.0
SAL103195,2024-11-12,Toyota,Glanza,Glanza LXI Petrol Manual,2116000,999,Petrol,Manual,Male,Lucknow,5.0
SAL101678,2021-01-03,Hyundai,Venue,Venue VXI Diesel Automatic,608000,999,Diesel,Automatic,Female,Ahmedabad,5.0
SAL101680,2020-06-09,Kia,Sonet,Sonet ZXI+ Petrol Manual,1388000,1998,Petrol,Manual,Female,Delhi,1.0
SAL100820,2023-09-07,Kia,Carens,Carens XZ+ Petrol Manual,2165000,800,Petrol,Manual,Female,Bengaluru,6.0
SAL100470,2022-12-05,MG,Astor,Astor LXI Petrol Manual,1030000,1197,Petrol,Manual,Male,Delhi,5.0
SAL103230,2023-03-18,MG,Hector,Hector XZ Petrol Automatic,2298000,1497,Petrol,Automatic,Male,Chennai,4.0
SAL101917,2024-07-20,Kia,EV6,EV6 EX Hybrid Automatic,1808000,1197,Hybrid,Automatic,Male,Pune,3.0
SAL101025,2021-10-23,Hyundai,Venue,Venue EX Petrol Manual,969000,999,Petrol,Manual,Male,Pune,3.0
SAL102958,2024-02-16,Tata,Safari,Safari ZXI+ CNG Manual,684000,2500,CNG,Manual,Male,Jaipur,3.0
SAL103389,2022-12-22,Mahindra,Bolero,Bolero LXI Petrol AMT,1900000,800,Petrol,AMT,Male,Chennai,4.0
SAL101192,2022-04-24,Maruti Suzuki,Baleno,Baleno ZXI Petrol Manual,611000,999,Petrol,Manual,Female,Lucknow,5.0
SAL100591,2023-08-23,Mahindra,XUV300,XUV300 SX Petrol Automatic,1854000,2200,Petrol,Automatic,Male,Delhi,4.0
SAL102430,2024-03-12,Mahindra,Bolero,Bolero LXI Petrol Manual,1785000,2200,Petrol,Manual,Male,Bengaluru,2.0
SAL102322,2023-03-24,Tata,Tiago,Tiago EX Diesel Manual,1151000,999,Diesel,Manual,Female,Chennai,4.0
SAL103065,2021-04-15,Hyundai,Venue,Venue XZ Petrol Manual,721000,1197,Petrol,Manual,Male,Bengaluru,4.0
SAL100006,2021-12-01,Honda,Jazz,Jazz VXI Petrol Manual,764000,2500,Petrol,Manual,Female,Bengaluru,4.0
SAL100900,2022-03-12,MG,ZS EV,ZS EV XM Petrol Manual,1520000,1197,Petrol,Manual,Female,Mumbai,1.0
SAL103076,2024-01-19,MG,Hector,Hector XZ Petrol Manual,3367000,1998,Petrol,Manual,Male,Kolkata,
SAL103916,2023-05-01,Toyota,Urban Cruiser,Urban Cruiser VXI Petrol Manual,2739000,1497,Petrol,Manual,Female,Ahmedabad,4.0
SAL102258,2022-04-13,Maruti Suzuki,Baleno,Baleno XM Petrol Manual,585000,800,Petrol,Manual,Female,Ahmedabad,1.0
SAL102170,2023-01-19,Mahindra,XUV300,XUV300 XM Petrol Manual,1935000,999,Petrol,Manual,Male,Bengaluru,3.0
SAL101747,2022-12-12,Skoda,Superb,Superb XM Petrol Manual,1372000,1998,Petrol,Manual,Female,Jaipur,3.0
SAL103778,2023-03-08,Renault,Duster,Duster XZ Petrol Automatic,891000,999,Petrol,Automatic,Male,Bengaluru,1.0
SAL100825,2023-02-23,Kia,Sonet,Sonet LXI Electric AMT,2364000,2200,Electric,AMT,Female,Lucknow,2.0
SAL100001,2022-03-25,Maruti Suzuki,Alto,Alto LXI Petrol Manual,1156000,2500,Petrol,Manual,Male,Ahmedabad,5.0
SAL102861,2021-12-09,Mahindra,XUV700,XUV700 XZ+ Petrol Manual,1208000,1497,Petrol,Manual,Female,Delhi,-1
SAL103474,2023-07-11,Tata,Safari,Safari LXI Electric Manual,1473000,,Electric,Manual,Male,Bengaluru,4.0
SAL103167,2024-05-07,Renault,Kwid,Kwid XM CNG Automatic,395000,999,CNG,Automatic,Female,Chennai,3.0
SAL101839,2022-11-08,Toyota,Innova,Innova LXI Petrol CVT,1329000,1498,Petrol,CVT,Male,Delhi,4.0
SAL103136,2021-08-06,Skoda,Octavia,Octavia EX Petrol AMT,2434000,1497,Petrol,AMT,Male,Ahmedabad,3.0
SAL101788,2020-05-10,Hyundai,i10,i10 XZ+ Hybrid Manual,480000,2200,Hybrid,Manual,Male,Pune,6.0
SAL100940,2022-04-29,Renault,Kwid,Kwid VXI Petrol Manual,547000,999,Petrol,Manual,Male,Lucknow,6.0
SAL101899,2025-05-09,Tata,Altroz,Altroz XZ+ Petrol Manual,1397000,1498,Petrol,Manual,Male,Delhi,4.0
SAL100311,2023-09-02,@Honda,Venue,Venue EX CNG Automatic,494000,999,CNG,Automatic,Male,Mumbai,3.0
SAL100234,2023-05-26,Skoda,Octavia,Octavia SX Petrol Automatic,1230000,800,Petrol,Automatic,Male,Chennai,6.0
SAL101801,2024-02-18,Toyota,Urban Cruiser,Urban Cruiser XM Diesel Automatic,2765000,1998,Diesel,Automatic,Female,Kolkata,5.0
SAL100100,2022-11-06,Kia,EV6,EV6 XM Hybrid Manual,853000,2200,Hybrid,Manual,Male,Mumbai,4.0
SAL103941,2024-05-09,Maruti Suzuki,Wagon R,Wagon R ZXI+ Petrol Automatic,1108000,800,Petrol,Automatic,Male,Bengaluru,2.0
SAL101198,2020-11-09,Toyota,Fortuner,Fortuner VXI CNG Automatic,2799000,999,CNG,Automatic,Male,Hyderabad,1.0
SAL100318,2021-09-28,Hyundai,i10,i10 VXI Petrol Automatic,588000,999,Petrol,!!,Male,Ahmedabad,3.0
SAL103277,2021-10-28,Hyundai,i20,i20 LXI Diesel Manual,982000,2500,Diesel,Manual,Female,Mumbai,5.0
SAL102386,2023-07-17,Kia,Seltos,Seltos XZ+ Diesel Manual,1431000,1998,Diesel,Manual,Male,Mumbai,4.0
SAL102451,2022-11-19,Toyota,Urban Cruiser,Urban Cruiser ZXI+ Petrol Manual,3406000,1998,Petrol,Manual,Male,Delhi,2.0
SAL102437,2023-02-16,Toyota,Fortuner,Fortuner XZ Petrol Automatic,1653000,1497,Petrol,Automatic,Male,Kolkata,4.0
SAL102151,2024-06-30,Renault,Kwid,Kwid XZ+ Petrol Manual,456000,1198,Petrol,Manual,Male,Chennai,5.0
SAL100196,2021-03-24,MG,Gloster,Gloster SX Petrol Manual,2815000,1998,Petrol,Manual,Male,Mumbai,5.0
SAL100792,2022-11-25,Skoda,Kushaq,Kushaq LXI Diesel Manual,1913000,1198,Diesel,Manual,Female,Kolkata,6.0
SAL101596,2023-03-11,MG,Gloster,Gloster LXI Petrol Automatic,1685000,1498,Petrol,Automatic,Male,Lucknow,6.0
SAL102638,2023-04-17,MG,ZS EV,ZS EV XM Electric Manual,3377000,1998,Electric,Manual,Male,Kolkata,5.0
SAL103406,2021-06-14,Honda,City,City SX(O) Petrol Automatic,1644000,2200,Petrol,Automatic,Female,Delhi,1.0
SAL100941,2020-06-09,Tata,Nano,Nano VXI Diesel Automatic,1076000,1197,Diesel,Automatic,Male,Bengaluru,1.0
SAL101698,2024-02-08,MG,ZS EV,ZS EV ZXI Petrol Manual,3408000,1998,Petrol,Manual,Male,Lucknow,2.0
SAL103497,2022-05-30,Hyundai,i10,i10 SX CNG Manual,1463000,999,CNG,Manual,Male,Pune,1.0
SAL103894,2022-08-17,Honda,Jazz,Jazz XZ+ Petrol Manual,1505000,1498,Petrol,Manual,Male,Chennai,3.0
SAL101574,2024-07-15,Renault,Duster,Duster XM Petrol Manual,495000,800,Petrol,Manual,Female,Kolkata,3.0
SAL103917,2023-03-16,Tata,Nano,Nano SX(O) Hybrid AMT,784000,2500,Hybrid,AMT,Female,Kolkata,6.0
SAL100621,2021-06-16,Hyundai,Verna,Verna XZ+ Electric Manual,651000,1998,Electric,Manual,Male,Lucknow,2.0
SAL102182,2020-01-26,Tata,Nexon,Nexon XM CNG AMT,346000,2200,CNG,AMT,Male,Chennai,4.0
SAL101623,2024-09-17,MG,Gloster,Gloster VXI Petrol Manual,3394000,1497,Petrol,Manual,Male,Ahmedabad,1.0
SAL103413,2023-09-15,Tata,Nano,Nano ZXI+ Diesel AMT,805000,1198,Diesel,AMT,Female,Chennai,6.0
SAL103537,2023-01-10,Maruti Suzuki,Swift,Swift XZ Petrol Manual,620000,800,Petrol,Manual,Female,Delhi,2.0
SAL103845,2021-11-15,Honda,City,City XM Petrol AMT,1422000,2200,Petrol,AMT,Male,Ahmedabad,2.0
SAL101952,2021-07-08,Skoda,Octavia,Octavia ZXI+ Diesel Manual,2116000,1197,Diesel,Manual,Male,Delhi,3.0
SAL100700,2022-02-12,Mahindra,XUV700,XUV700 SX(O) Petrol Manual,1659000,999,Petrol,Manual,Female,Ahmedabad,6.0
SAL101216,2023-02-09,Skoda,Superb,Superb XZ+ Petrol Automatic,981000,2200,Petrol,Automatic,Male,Mumbai,2.0
SAL103214,2023-05-06,Renault,Duster,Duster SX Diesel Manual,507000,1998,Diesel,Manual,Male,Delhi,3.0
SAL100410,2022-06-09,Skoda,Kushaq,Kushaq SX CNG Manual,1502000,1198,CNG,Manual,Male,Kolkata,6.0
SAL102346,2021-10-16,Tata,Safari,Safari VXI CNG Automatic,1250000,2200,CNG,Automatic,Male,Bengaluru,4.0
SAL103594,2024-12-09,Tata,Safari,Safari VXI Petrol Manual,985000,2200,Petrol,Manual,Male,Pune,1.0
SAL103373,2024-05-16,Honda,City,City XZ+ Petrol Manual,1428000,1497,Petrol,Manual,Male,Lucknow,6.0
SAL102716,2024-02-14,Mahindra,XUV300,XUV300 XZ+ Petrol Automatic,1864000,1998,Petrol,Automatic,Male,Ahmedabad,3.0
SAL100464,2021-01-08,Honda,City,City LXI Petrol AMT,1758000,1197,Petrol,AMT,Male,Lucknow,4.0
SAL101934,2022-03-04,Skoda,Kushaq,Kushaq ZXI+ Diesel Manual,2288000,1497,Diesel,Manual,Male,Pune,2.0
SAL102647,2021-07-29,Toyota,Urban Cruiser,Urban Cruiser ZXI+ Petrol Manual,2101000,2500,Petrol,Manual,Male,Mumbai,1.0
SAL102599,2022-07-03,Maruti Suzuki,Swift,Swift XZ Petrol Manual,420000,800,Petrol,Manual,Male,Pune,4.0
